id	name
130	a,Delusion Chamber (Northern  Seal)\0
131	a,Delusion Chamber (Great Seal)\0
132	a,Delusion Chamber (Tower of Seal)\0
133	a,Cavern of the Pirate Captain (Daydream)\0
134	a,Kamaloka (Labyrinth of the Abyss)\0
135	a,Cavern of the Pirate Captain (Daydream)\0
136	a,Final Emperial Tomb\0
137	a,Ice Queen's Castle\0
138	a,Mithril Mine\0
139	a,Ice Queen's Castle\0
140	a,Jinia Guild Hideout\0
141	a,Jinia Guild Hideout\0
142	a,Tower of Infinitum (5th Floor)\0
143	a,Tower of Infinitum (10th Floor)\0
144	a,Ice Queen's Castle (Ultimate Battle)\0
145	a,Jinia Guild Hideout\0
146	a,Jinia Guild Hideout\0
147	a,Olympiad\0
148	a,Olympiad\0
149	a,Olympiad\0
150	a,Olympiad\0
151	a,Monastery of Silence\0
156	a,Library of Sages\0
157	a,Underground Library of Sages\0
158	a,Elcadia's Tent\0
159	a,Penal Colony of Darkness Raid\0
