id	name
307	a,Fast\0
308	a,Normal\0
309	a,Slow\0
310	a,Very Slow\0
311	a,Active Skill\0
312	a,Passive Skill\0
313	a,Magic\0
314	a,Clan \0
315	a,M. Atk.\0
316	a,Atk. Spd.\0
317	a,DEF Rate\0
318	a,Dodge\0
319	a,M. Def.\0
320	a,MP Cost\0
321	a,Range\0
322	a,Price\0
323	a,M. Def.\0
324	a,Accepted Quest\0
325	a,Description\0
326	a,Item\0
327	a,Cancel\0
328	a,Announcements\0
329	a,Language\0
330	a,Invite\0
331	a,Title\0
332	a,Set Crest\0
333	a,Battle\0
334	a,Truce\0
335	a,Surrender\0
336	a,Yield\0
337	a,Leave\0
338	a,Dismiss\0
339	a,In Siege\0
340	a,In War\0
341	a,Disband\0
342	a,Leader\0
343	a,Base\0
344	a,Hideout Exists\0
345	a,Castle Exists\0
346	a,Status\0
347	a,On\0
348	a,Out\0
349	a,Protecting Castle\0
350	a,Reflection\0
351	a,Refresh Rate\0
352	a,Reflections\0
353	a,All\0
354	a,Sky\0
355	a,+Trade\0
356	a,System\0
357	a,Damage\0
358	a,Chat\0
359	a,Shout\0
360	a,Clan\0
361	a,Party\0
362	a,Trade\0
363	a,Whisper\0
364	a,Skill List\0
365	a,Required SP\0
366	a,Description\0
367	a,Requirements\0
368	a,Learn\0
369	a,List\0
370	a,Lower Detail\0
371	a,Unacquired state\0
372	a,To Village\0
373	a,To Outpost\0
374	a,To Clan Hall\0
375	a,To Castle\0
376	a,Effect\0
377	a,Home\0
378	a,Up\0
379	a,Favorite\0
380	a,Add Fav.\0
381	a,Region\0
382	a,Clan\0
383	a,General\0
384	a,Message\0
385	a,Abort\0
386	a,<Private Store>\0
387	a,Community\0
388	a,MP Increase\0
389	a,Party\0
390	a,Community\0
391	a,Class\0
392	a,Lv\0
393	a,Name\0
394	a,Range\0
395	a,P/S\0
396	a,Invite\0
397	a,Options\0
398	a,Whisper\0
399	a,Target\0
400	a,Auto Join\0
401	a,Show Level\0
402	a,Show Class\0
403	a,Memo\0
404	a,Soulshot Used\0
405	a,Short\0
406	a,Mid\0
407	a,Long\0
408	a,Leader\0
409	a,Member\0
410	a,Solo\0
411	a,Not open\0
412	a,Type\0
413	a,Title\0
414	a,Registered\0
415	a,Administrator\0
416	a,No.\0
417	a,Author\0
418	a,Date\0
419	a,Read\0
420	a,Search\0
421	a,Write\0
422	a,View List\0
423	a,Enter\0
424	a,Change\0
425	a,Delete\0
426	a,Reply\0
427	a,Body\0
428	a,Start\0
429	a,Msg.\0
430	a,Clan\0
431	a,No Clan\0
432	a,Speed\0
433	a,Status\0
434	a,Character Status\0
435	a,Display\0
436	a,Player\0
437	a,Monsters\0
438	a,Other PCs\0
439	a,Clan\0
440	a,Party\0
441	a,General\0
442	a,Enter Chat\0
443	a,Use\0
444	a,Chat\0
445	a,Exchange\0
446	a,System Menu\0
447	a,Map\0
448	a,Tutorial\0
449	a,Choose Server\0
450	a,Race\0
451	a,Name\0
452	a,Traffic\0
453	a,PvP\0
454	a,Age Limit\0
455	a,Open Beta Server\0
456	a,Down\0
457	a,Normal\0
458	a,Heavy\0
459	a,On\0
460	a,Off\0
461	a,Over 18 years\0
462	a,Over 15 years\0
463	a,Tracking\0
464	a,Texture Filter\0
465	a,Fixed\0
466	a,Light\0
467	a,Heavy\0
468	a,For Each\0
469	a,Adena\0
470	a,Petition\0
471	a,Region\0
472	a,Petition - GM\0
473	a,Cancel\0
474	a,Begin\0
475	a,End\0
476	a,Consultation\0
477	a,Skill Trainer\0
478	a,Interface\0
479	a,Initialize\0
480	a,Settling\0
481	a,Select Speaker\0
482	a,Stereo Headphones\0
483	a,Stereo Speaker\0
484	a,4-channel Speaker\0
485	a,5.1-channel Speaker\0
486	a,Party Loot\0
487	a,Finders Keepers\0
488	a,Random\0
489	a,Loot Dist.\0
490	a,Alliance\0
491	a,Information\0
492	a,Action\0
493	a,Items\0
494	a,Pet Interface\0
495	a,Summon Interface\0
496	a,Spiritshot Used\0
497	a,Name\0
498	a,Private Store\0
499	a,<Private Store - Buy>\0
500	a,<Private Store - Sell>\0
501	a,Quantity\0
502	a,Wish List\0
503	a,For Sale\0
504	a,Double Blades\0
505	a,Servitors\0
506	a,Pets\0
507	a,Bartz\0
508	a,Sieghardt\0
509	a,Kain\0
510	a,Lionna\0
511	a,Erica\0
512	a,Gustin\0
513	a,Devianne\0
514	a,Hindemith\0
515	a,Teon\0
516	a,Franz\0
517	a,Luna\0
518	a,Kastien\0
519	a,Airin\0
520	a,Staris\0
521	a,Ceriel\0
522	a,Fehyshar\0
523	a,Elhwynna\0
524	a,Ellikia\0
525	a,Shikken\0
526	a,Scryde\0
527	a,Frikios\0
528	a,Ophylia\0
529	a,Shakdun\0
530	a,Tarziph\0
531	a,Aria\0
532	a,Esenn\0
533	a,Elcadia\0
534	a,Yiana\0
535	a,Khadia\0
536	a,Ungoat\0
537	a,Lv\0
538	a,Warning\0
539	a,Teen\0
540	a,Display Limit\0
541	a,Looking for Party\0
542	a,Upper and Lower Body\0
543	a,<Previous\0
544	a,Next>\0
545	a,Bid\0
546	a,Cancel bid\0
547	a,Re-bid\0
548	a,List of Bidders\0
549	a,Register item for sale\0
550	a,Village Name\0
551	a,Clan\0
552	a,Ending Date\0
553	a,Cancel auction\0
554	a,List\0
555	a,Minimum Bid\0
556	a,Region where teleporting is possible\0
557	a,Send package\0
558	a,To:\0
559	a,$Alliance\0
560	a,Sending list\0
561	a,Fee\0
562	a,List\0
563	a,Purchase\0
564	a,Item information\0
565	a,Items required\0
566	a,Auto Code\0
567	a,Approved\0
568	a,Waiting\0
569	a,Lord of alliance\0
570	a,Date and time of application\0
571	a,Alliance Name\0
572	a,Participate\0
573	a,Withdraw\0
574	a,Approve\0
575	a,Cancel\0
576	a,Clans Attacking\0
577	a,Clans Defending\0
578	a,Clans Waiting\0
579	a,Refuse\0
580	a,Clan\0
581	a,Status\0
582	a,Current Time\0
583	a,Siege Date\0
584	a,Undecided\0
585	a,Automatic setting\0
586	a,Attackers\0
587	a,Defenders\0
588	a,Lord\0
589	a,Clan\0
590	a,Alliance\0
591	a,No alliance\0
592	a,Alliance\0
593	a,Siege Information\0
594	a,Modeling Detail\0
595	a,No castle owner\0
596	a,Private Store - Sell\0
597	a,Private Store - Buy\0
598	a,Lineage II User Agreement\0
599	a,Agree\0
600	a,Disagree\0
601	a,Ping\0
602	a,Type\0
603	a,Quality\0
604	a,Clan\0
605	a,Ally\0
606	a,Game Pad\0
607	a,Motion Detail\0
608	a,Auctioneer\0
609	a,All Items For Sale\0
610	a,My Items For Sale\0
611	a,Return\0
612	a,Gludio Castle\0
613	a,Dion Castle\0
614	a,Giran Castle\0
615	a,Innadril Castle\0
616	a,Oren Castle\0
617	a,Aden Castle\0
618	a,Monster Race Track\0
619	a,Coliseum\0
620	a,Front of the Outer Gate of Gludio Castle\0
621	a,Above the Outer Gate of Gludio Castle\0
622	a,Front of the Outer Gate of Dion Castle\0
623	a,Above the Outer Gate of Dion Castle\0
624	a,Front of the Outer Gate of Giran Castle\0
625	a,Above the Outer Gate of Giran Castle\0
626	a,Front of the Outer Gate of Innadril Castle\0
627	a,Above the Outer Gate of Innadril Castle\0
628	a,Front of the Outer Gate of Oren Castle\0
629	a,Above the Outer Gate of Oren Castle\0
630	a,Front of the Outer Gate of Aden Castle\0
631	a,Above the Outer Gate of Aden Castle\0
632	a,Center of the Monster Race Track\0
633	a,The finish line of the Monster RaceTrack\0
634	a,Left Side of the Coliseum\0
635	a,Center of the Coliseum\0
636	a,Right side of the Coliseum\0
637	a,Fee\0
638	a,Dye Information\0
639	a,Symbol Information\0
640	a,Change of Basic Ability\0
641	a,Manufacturing Cost\0
642	a,Success\0
643	a,Recipe List\0
644	a,Creator MP\0
645	a,Create\0
646	a,Close\0
647	a,Results\0
648	a,Number of Retained Items\0
649	a,Recipe Book\0
650	a,Select the area to watch. But be careful the cubic will disappear while watching.\0
651	a,Symbol Drawing\0
652	a,Delete\0
653	a,Acronym\0
654	a,Add\0
655	a,Macro List\0
656	a,Macro Edit\0
657	a,More Info.\0
658	a,Save\0
659	a,Dye List\0
660	a,List of Symbols\0
661	a,Production List\0
662	a,Recipe Information\0
663	a,Item Creation\0
664	a,Game Observation\0
665	a,Private Creation\0
666	a,Privileges\0
667	a,Authorize\0
668	a,Privileges\0
669	a,Calculator\0
670	a,Event Number\0
671	a,Lotto Numbers\0
672	a,Selected Name\0
673	a,Clan Related Privileges\0
674	a,Join a Clan\0
675	a,Ennoble\0
676	a,View Warehouse Contents\0
677	a,Clan Crest Management\0
678	a,Clan Hall Related Privileges\0
679	a,Entrance Privileges\0
680	a,Other Functions\0
681	a,Dismiss\0
682	a,Castle Rights\0
683	a,Opening a Door\0
684	a,Other Rights\0
685	a,Dismiss\0
686	a,Privileges\0
687	a,Teleport\0
688	a,Character Summon\0
689	a,Chatting Watch\0
690	a,NPC Search\0
691	a,Item Search\0
692	a,Skill Search\0
693	a,Surveillance\0
694	a,Submit\0
695	a,Select a Type\0
696	a,Immobility\0
697	a,Recovery Related\0
698	a,Bug Report\0
699	a,Quest Related\0
700	a,Report a Bad User\0
701	a,Suggestions\0
702	a,Game Tips\0
703	a,Operation Related\0
704	a,Other\0
705	a,Viewing of Related Information\0
706	a,Type\0
707	a,Enter a Petition\0
708	a,Contents of a Petition\0
709	a,PVP/PK\0
710	a,Recommend\0
711	a,Macro\0
712	a,Here I Come\0
713	a,Half Moon Love\0
714	a,Everlasting\0
715	a,Dark Side of the Moon\0
716	a,Wind Rider\0
717	a,Shooting Star\0
718	a,Cyclone Thunder\0
719	a,Hungry Baby\0
720	a,Salty Dog\0
721	a,Raging Revolution\0
722	a,Valentine Blue\0
723	a,Light My Fire\0
724	a,Red Bullet\0
725	a,Shining Silver\0
726	a,Over the Top\0
727	a,Royal Straight\0
728	a,All Seven\0
729	a,Nasty Green\0
730	a,Shortcut\0
731	a,Typhoon Tiger\0
732	a,Red Hot\0
733	a,Galaxy Express\0
734	a,Best Condition\0
735	a,Albatross\0
736	a,Number of Needed Items\0
737	a,Number of Kept Items\0
738	a,Manor\0
739	a,Race Manager\0
740	u,-_-ㆀ\0
741	a,In The Process Of Watching A Game\0
742	a,Ingredient(s)\0
743	a,Result(s)\0
744	a,Purchase Price\0
745	a,Good\0
746	a,Average\0
747	a,Bad\0
748	a,Announcement\0
749	a,This is an announcement\0
750	a,Free Community\0
751	a,This is a Free Community.\0
752	a,Seresin\0
753	a,Roien\0
754	a,Gallint\0
755	a,Cedric\0
756	a,Nerufa\0
757	a,Asterios\0
758	a,Orfen\0
759	a,Mitrael\0
760	a,Thifiel\0
761	a,Lithra\0
762	a,Lockirin\0
763	a,Kakai\0
764	a,Cadmus\0
765	a,Athebaldt\0
766	a,Blackbird\0
767	a,Ramsheart\0
768	a,Esthus\0
769	a,Vasper\0
770	a,Lancer\0
771	a,Ashton\0
772	a,Waytrel\0
773	a,Waltner\0
774	a,Tahnford\0
775	a,Hunter\0
776	a,Dewell\0
777	a,Rodemaye\0
778	a,Ken Rauhel\0
779	a,Ken Abigail\0
780	a,Ken Orwen\0
781	a,Van Holter\0
782	a,Desperion\0
783	a,Einhovant\0
784	a,Shunaiman\0
785	a,Faris\0
786	a,Tor\0
787	a,Carneiar\0
788	a,Dwyllios\0
789	a,Baium\0
790	a,Hallate\0
791	a,Zaken\0
792	a,Core\0
793	a,Clan Hall Auction Test\0
794	a,Clan Hall Manager\0
795	a,Clan Hall Info\0
796	a,Consumables\0
797	a,Manufacturing price\0
798	a,Random including spoil\0
799	a,By turn\0
800	a,By turn including spoil\0
801	a,Passenger Boat Info.\0
802	a,Clan Home\0
803	a,Type G\0
804	a,No distribution\0
805	a,Credit\0
806	a,Read access\0
807	a,Write access\0
808	a,Quantity\0
809	a,Clan Community\0
810	a,No Access\0
811	a,List of Articles to Try On\0
812	a,Selection List\0
813	a,Cost\0
814	a,Dawn\0
815	a,Dusk\0
816	a,Seal of Avarice\0
817	a,Seal of Gnosis\0
818	a,Seal of Strife\0
819	a,Level 31 and Below\0
820	a,Level 42 and Below\0
821	a,Level 53 and Below\0
822	a,No Level Limit\0
823	a,Current Owner\0
824	a,General\0
825	a,Festival\0
826	a,Seal Status\0
827	a,Seal Description\0
828	a,Victory\0
829	a,In Progress\0
830	a,Highest Score\0
831	a,Score\0
832	a,Participant\0
833	a,Status\0
834	a,My Current Status\0
835	a,Cabal\0
836	a,Seal\0
837	a,Current Total\0
838	a,Last Week's Total\0
839	a,Seal Stones\0
840	a,Total Score\0
841	a,Total Rate of Occupation\0
842	a,Delete Title\0
843	a,Delete Crest\0
844	a,Level 64 and Below\0
845	a,Competition Results\0
846	a,Tie\0
847	a,Trying on\0
848	a,Evaluation of Petitions\0
849	a,Evaluate\0
850	a,Very Good\0
851	a,Good\0
852	a,Fair\0
853	a,Poor\0
854	a,Very Poor\0
855	a,Customer Satisfaction Rating\0
856	a,Other Opinions\0
857	a,Server Selection Information\0
858	a,Unlimited\0
859	a,+\0
860	a,Location\0
861	a,Repeatable\0
862	a,One-time\0
863	a,Solo\0
864	a,Party\0
865	a,Location Indicator Available\0
866	a,None\0
867	a,Glow Effect A\0
868	a,Anti-Aliasing\0
869	a,None\0
870	a,2X\0
871	a,4X\0
872	a,Name\0
873	a,The Clan One Belongs To\0
874	a,Close Range Fighter\0
875	a,Long Range Fighter\0
876	a,Defensive Fighter\0
877	a,Song/Dance Assist Fighter\0
878	a,Wizard\0
879	a,Healer/Buffer\0
880	a,Summoner\0
881	a,Indicator of the Abnormal State of a Party Member\0
882	a,The Historical Record of the Seven Signs\0
883	a,View Rights\0
884	a,Re-Login\0
885	a,Map\0
886	a,Target Loc.\0
887	a,Current Loc.\0
888	a,Aden\0
889	a,Elmore\0
890	a,Destruction\0
891	a,Crystallization\0
892	a,Macro Deletion\0
893	a,No clan hall exists.\0
894	a,At Peace\0
895	a,Clan\0
896	a,Messenger\0
897	a,Chat Options\0
898	a,Done\0
899	a,Go\0
900	a,Move\0
901	a,Information\0
902	a,Petition Invitation\0
903	a,Escape\0
904	a,Friends\0
905	a,Mail\0
906	a,Initial State\0
907	a,Counting In Progress\0
908	a,Quit\0
909	a,To\0
910	a,Authoring Date\0
911	a,Author\0
912	a,Reply\0
913	a,Deliver\0
914	a,Store\0
915	a,Mail Writing\0
916	a,Scheduled Deletion Date\0
917	a,Inbox\0
918	a,Sent Box\0
919	a,Mail Archive\0
920	a,Temporary Mail Archive\0
921	a,Send Global Mail\0
922	a,Level\0
923	a,Dawn\0
924	a,Dusk\0
925	a,Map\0
926	a,Key Security\0
927	a,Transparent\0
928	a,3D Arrow\0
929	a,Oracle of Dusk\0
930	a,Oracle of Dawn\0
931	a,Seal Stones\0
932	a,Turned In\0
933	a,Ancient Adena\0
934	a,Cycle\0
935	a,Possession\0
936	a,Not In Possession\0
937	a,Projection\0
938	a,Refresh\0
939	a,Back\0
940	a,Expected Ownership of a Seal Stone\0
941	a,Necropolis of Sacrifice (Level 20-30)\0
942	a,Southern Shore of Gludio Territory\0
943	a,The Pilgrim's Necropolis (Level 30-40)\0
944	a,Fortress of Resistance, Near Dion Territory\0
945	a,Necropolis of Worship (Level 40-50)\0
946	a,Near Alligator Island in Innadril Territory\0
947	a,The Patriot's Necropolis (Level 50-60)\0
948	a,Northern Gludio Castle in Gludio Territory\0
949	a,Necropolis of Devotion (Level 60-70)\0
950	a,Near Altar of Rites in Dark Forest\0
951	a,Necropolis of Martyrdom (Level 60-70)\0
952	a,Giran Territory near Giran Castle\0
953	a,The Saint's Necropolis (Level 70-80)\0
954	a,Near Field of Whispers in Innadril Territory\0
955	a,The Disciple's Necropolis (Level 70-80)\0
956	a,Near Devastated Castle in Aden Territory\0
957	a,Catacomb of the Heretic (Level 30-40)\0
958	a,Near the Execution Grounds in Dion Territory\0
959	a,Catacomb of the Branded (Level 40-50)\0
960	a,Near Giran Harbor in Giran Territory\0
961	a,Catacomb of the Apostate (Level 50-60)\0
962	a,Near Plains of the Lizardmen in Oren Territory\0
963	a,Catacomb of the Witch (Level 60-70)\0
964	a,Near the Forest of Mirrors in Aden Territory\0
965	a,Catacomb of Dark Omens (Level 70-80)\0
966	a,Near Dark Elf Village in Oren Territory\0
967	a,Catacomb of the Forbidden Path (Level 70-80)\0
968	a,Near Hunters Village in Aden Territory\0
969	a,Pet Name\0
970	a,Name exists.\0
971	a,No name exists.\0
972	a,Seven Signs Event Period\0
973	a,Currently Preparing for the Quest Event\0
974	a,Quest Event Period\0
975	a,Results Being Tallied\0
976	a,Seal Validation Period\0
977	a,System Voice\0
978	a,Tutorial Voice\0
979	a,Screenshot\0
980	a,Bitmap\0
981	a,High\0
982	a,Average\0
983	a,Low\0
984	a,New\0
985	a,Rename\0
986	a,Delete\0
987	a,Alert when a contact comes online.\0
988	a,Alert when a message is received.\0
989	a,Alert when an e-mail is received.\0
990	a,Play sounds.\0
991	a,Auto reject contact list invites.\0
992	a,Hide all chat windows upon minimizing.\0
993	a,Block\0
994	a,Change Group\0
995	a,MSN Messenger Info\0
996	a,MSN Messenger\0
997	a,Chat with Friends\0
998	a,Log out\0
999	a,Lineage 2 Messenger\0
1000	a,Lineage 2 Messenger\0
1001	a,Options\0
1002	a,Chat\0
1003	a,Log in to .NET Passport\0
1004	a,E-mail\0
1005	a,Password\0
1006	a,Online\0
1007	a,Offline\0
1008	a,Back\0
1009	a,Change Nickname\0
1010	a,Edit Groups\0
1011	a,Other Options\0
1012	a,Number chatting:\0
1013	a, friend(s)\0
1014	a,Invite\0
1015	a,Online\0
1016	a,Busy\0
1017	a,Be Right Back\0
1018	a,Away\0
1019	a,On the Phone\0
1020	a,Out to Lunch\0
1021	a,Appear Offline\0
1022	a,Benchmark\0
1023	a,Regeneration\0
1024	a,Hair Accessory\0
1025	a,Enter Chat Message\0
1026	a,Allow chatting after notifying my online status.\0
1027	a,Block from chatting without disclosing my online status.\0
1028	a,Add this person to my contact list.\0
1029	a,Location\0
1030	a,Lv Limit\0
1031	a,Party Membership\0
1032	a,Room Info\0
1033	a,Kick\0
1034	a,Loc.\0
1035	a,Lvl.\0
1036	a,Party\0
1037	a,Previous\0
1038	a,Next\0
1039	a,Refresh\0
1040	a,Create Room\0
1041	a,Auto Join\0
1042	a,Max. Members\0
1043	a,Min.\0
1044	a,Max.\0
1045	a,My Level Range\0
1046	a,All\0
1047	a,Near Me\0
1048	a,Talking Island\0
1049	a,Gludio\0
1050	a,Dark Elven Ter.\0
1051	a,Elven Territory\0
1052	a,Dion\0
1053	a,Giran\0
1054	a,Neutral Zone\0
1055	a,Lyonn\0
1056	a,Schuttgart\0
1057	a,Oren\0
1058	a,Hunters Village\0
1059	a,Innadril\0
1060	a,Aden\0
1061	a,Party Candidate\0
1062	a,Room Leader\0
1063	a,Party Member\0
1064	a,My Coordinates\0
1065	a,Standard Coordinates (x, y, z)\0
1066	a,Ordinate\0
1067	a,Abscissa\0
1068	a,Create a Race Track\0
1069	a,Remove a Race Track\0
1070	a,Select a Target\0
1071	a,Lockup a Party\0
1072	a,Lift a Lockup\0
1073	a,Pause\0
1074	a,Resuming of a Race\0
1075	a,Start of a Race\0
1076	a,End of a Race\0
1077	a,Apply\0
1078	a,Send\0
1079	a,Command\0
1080	a,Ending Message\0
1081	a,Fence Up\0
1082	a,Fence Down\0
1083	a,Team 1 Firecracker\0
1084	a,Team 2 Firecracker\0
1085	a,Name of Team 1\0
1086	a,Name of Team 2\0
1087	a,Team 1's Party Representative\0
1088	a,Team 2's Party Representative\0
1089	a,Race Setup File\0
1090	a,Command File\0
1091	a,Formation of Team 1\0
1092	a,Formation of Team 2\0
1093	a,Counter\0
1094	a,Team 1\0
1095	a,Team 2\0
1096	a,Message\0
1097	a,Locking in Progress...\0
1098	a,Removal in Progress...\0
1099	a,Creating in Progress...\0
1100	a,Stopping in Progress...\0
1101	a,Resuming of the race is in progress...\0
1102	a,Starting...\0
1103	a,Ending...\0
1104	a,Menu of Online Game Commentator\0
1105	a,Select the location of a fence.\0
1106	a,Online Game Observer\0
1107	a,Race Track ID\0
1108	a,Remaining Time\0
1109	a, Days\0
1110	a, Hours\0
1111	a, Minutes\0
1112	a,Fishing\0
1113	a,Current Seeds\0
1114	a,Current Crops\0
1115	a,Basic Info\0
1116	a,Current\0
1117	a,Next\0
1118	a,View\0
1119	a,Seed Purchase\0
1120	a,Seed Name\0
1121	a,Residual\0
1122	a,Sales\0
1123	a,Sales Price\0
1124	a,Crop Name\0
1125	a,Buy\0
1126	a,Buy Price\0
1127	a,Reward\0
1128	a,Type 1\0
1129	a,Type 2\0
1130	a,Crop Sales\0
1131	a,General/Alternative Crop Common, All Territory Common\0
1132	a,Seed Price\0
1133	a,Crop Price\0
1134	a,Reward 1\0
1135	a,Reward 2\0
1136	a,Seed on Sale\0
1137	a,Today Sales\0
1138	a,Today Price\0
1139	a,Next Sales\0
