id	bin	val1	val2	str1	str2	unk1	unk2	unk3	unk4
126	1	13283	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
22	0	13298	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
22	1	13298	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
20000	0	126	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
20000	1	126	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
20001	0	131	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	2	0	0	0
20001	1	131	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	2	0	0	0
20002	0	132	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
20002	1	132	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
20003	0	133	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
20003	1	133	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
127	0	140	13792	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
127	1	140	13792	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
20001	0	138	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	2	0	0	0
20001	1	138	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	2	0	0	0
20004	0	136	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	2	0	0	0
20004	1	136	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	2	0	0	0
20005	0	134	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
20005	1	134	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
20006	0	135	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
20006	1	135	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	0	0	0	0
20007	0	158	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	2	0	0	0
20007	1	158	0	LineageEffect.s_u833_transform	LineageEffect.s_u833_transform	2	0	0	0
